date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:49:06	136896/136896	---M--	200	added ('OK')	image/jpeg	etag:%2258295b1ca3ffa04a0ca928234f46aae0-ssl%22	https://atul-image.netlify.app/img/hero.jpg	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/img/hero.jpg	(from https://atul-image.netlify.app/style.css)
00:49:07	2760/2760	---M--	200	added ('OK')	image/jpeg	etag:%22105bf7cbf396b64823ad5d50ff96a483-ssl%22	https://atul-image.netlify.app/img/menu.jpg	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/img/menu.jpg	(from https://atul-image.netlify.app/style.css)
00:49:07	2448/2448	---M--	200	added ('OK')	image/jpeg	etag:%226e86b0ec40f155833a5ec916a163fbd5-ssl%22	https://atul-image.netlify.app/img/close.jpg	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/img/close.jpg	(from https://atul-image.netlify.app/style.css)
00:49:08	5538/5538	---M-Z	200	added ('OK')	text/css	etag:%224012f106a6e1cd859a6cd4e25315383d-ssl-df%22	https://atul-image.netlify.app/blog.css	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/blog.css	(from https://atul-image.netlify.app/blog.html)
00:49:08	11414/11414	---MCZ	200	added ('OK')	text/html	etag:%22d6e1d46330082cd961e76cb859956b25-ssl-df%22	https://atul-image.netlify.app/single-blog.html	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/single-blog.html	(from https://atul-image.netlify.app/blog.html)
00:49:09	80004/80004	---M--	200	added ('OK')	image/jpeg	etag:%2290fd86df7752483edea47939ccfda860-ssl%22	https://atul-image.netlify.app/img/other-blog1.jpg	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/img/other-blog1.jpg	(from https://atul-image.netlify.app/blog.html)
00:49:09	53956/53956	---M--	200	added ('OK')	image/jpeg	etag:%2218d5304967bf1f901b3a41e2f7a320fe-ssl%22	https://atul-image.netlify.app/img/other-blog2.jpg	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/img/other-blog2.jpg	(from https://atul-image.netlify.app/blog.html)
00:49:09	59372/59372	---M--	200	added ('OK')	image/jpeg	etag:%22bd5c789ce0381f8165a236d35bf27a9a-ssl%22	https://atul-image.netlify.app/img/other-blog3.jpg	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/img/other-blog3.jpg	(from https://atul-image.netlify.app/blog.html)
00:49:09	138203/138203	---M--	200	added ('OK')	image/jpeg	etag:%226104b19e9dfa708515736f62592b1961-ssl%22	https://atul-image.netlify.app/img/blog-hero.jpg	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/img/blog-hero.jpg	(from https://atul-image.netlify.app/blog.css)
00:49:10	26041/26041	---M--	200	added ('OK')	image/jpeg	etag:%228db4af860f9d5633ab99bbb554f1e13d-ssl%22	https://atul-image.netlify.app/img/featured-blog1.jpg	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/img/featured-blog1.jpg	(from https://atul-image.netlify.app/blog.css)
00:49:10	55131/55131	---M--	200	added ('OK')	image/jpeg	etag:%22a6cb452c24ed005b99ea5d77cdcf36db-ssl%22	https://atul-image.netlify.app/img/featured-blog2.jpg	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/img/featured-blog2.jpg	(from https://atul-image.netlify.app/blog.css)
00:49:11	4979/4979	---M-Z	200	added ('OK')	text/css	etag:%22a957b2d9f12c114d90b3eb9826d9bfa5-ssl-df%22	https://atul-image.netlify.app/single-blog.css	E:/Web-develpoment%20Projects/Atul/atul-image.netlify.app/single-blog.css	(from https://atul-image.netlify.app/single-blog.html)
